graph_type,n,edge,actual_weight,predicted_weight,edge_loss,Layers,sample_number
complete,4,"('A0', 'B1')",0.38,0.4720702767372131,0.008476935858467,2,37
complete,4,"('A0', 'B2')",0.35,0.4493073523044586,0.0098619502217218,2,37
complete,4,"('A0', 'B3')",0.38,0.4660558402538299,0.0074056076417926,2,37
complete,4,"('A0', 'B1')",0.36,0.4961604475975036,0.0185396674899525,2,38
complete,4,"('A0', 'B2')",0.35,0.4975310266017914,0.0217654038101784,2,38
complete,4,"('A0', 'B3')",0.35,0.4973911643028259,0.0217241553145426,2,38
complete,4,"('A0', 'B1')",0.8,0.8058767318725586,3.453597750194551e-05,2,39
complete,4,"('A0', 'B2')",0.73,0.7521818280220032,0.0004920334943977,2,39
complete,4,"('A0', 'B3')",0.78,0.7838870286941528,1.5108992069167264e-05,2,39
complete,4,"('A0', 'B1')",0.37,0.4864238500595093,0.0135545128626791,2,40
complete,4,"('A0', 'B2')",0.36,0.4760363399982452,0.0134644322001883,2,40
complete,4,"('A0', 'B3')",0.36,0.4874418973922729,0.0162414372109426,2,40
complete,4,"('A0', 'B1')",0.69,0.4509299397468567,0.0571544937094415,2,41
complete,4,"('A0', 'B2')",0.65,0.4318223297595978,0.0476014957915297,2,41
complete,4,"('A0', 'B3')",0.66,0.442655473947525,0.0472386430049749,2,41
complete,4,"('A0', 'B1')",0.48,0.3503090143203735,0.016819751766553,2,42
complete,4,"('A0', 'B2')",0.48,0.3431998789310455,0.0187142731244805,2,42
complete,4,"('A0', 'B3')",0.48,0.3502065539360046,0.0168463386411672,2,42
complete,4,"('A0', 'B1')",0.5,0.4402559399604797,0.0035693527100058,2,43
complete,4,"('A0', 'B2')",0.55,0.4289165437221527,0.0146612033841893,2,43
complete,4,"('A0', 'B3')",0.53,0.4383828938007355,0.0083936941483273,2,43
complete,4,"('A0', 'B1')",0.61,0.7120852470397949,0.0104213976631759,2,44
complete,4,"('A0', 'B2')",0.69,0.7018603682518005,0.0001406683350683,2,44
complete,4,"('A0', 'B3')",0.68,0.7139923572540283,0.0011554803516854,2,44
complete,4,"('A0', 'B1')",0.46,0.4911803901195526,0.0009722167280074,2,45
complete,4,"('A0', 'B2')",0.45,0.4750044643878937,0.0006252232393254,2,45
complete,4,"('A0', 'B3')",0.43,0.5001204609870911,0.0049168790490421,2,45
complete,4,"('A0', 'B1')",0.45,0.5696702599525452,0.0143209711171097,2,46
complete,4,"('A0', 'B2')",0.49,0.576557993888855,0.007492286306063,2,46
complete,4,"('A0', 'B3')",0.47,0.5790164470672607,0.0118845857311688,2,46
complete,4,"('A0', 'B1')",0.62,0.8460312485694885,0.0510901253298819,2,47
complete,4,"('A0', 'B2')",0.68,0.7638933062553406,0.0070380868344523,2,47
complete,4,"('A0', 'B3')",0.63,0.8384400606155396,0.0434472588694098,2,47
complete,4,"('A0', 'B1')",0.26,0.4553953111171722,0.0381793276065765,2,48
complete,4,"('A0', 'B2')",0.22,0.4274696111679077,0.0430436395581628,2,48
complete,4,"('A0', 'B3')",0.26,0.4521617591381073,0.0369261416750519,2,48
complete,4,"('A0', 'B1')",0.75,0.7131703495979309,0.0013564231487386,2,49
complete,4,"('A0', 'B2')",0.8,0.6594049334526062,0.0197669727374661,2,49
complete,4,"('A0', 'B3')",0.79,0.6735012531280518,0.0135719580227342,2,49
complete,4,"('A0', 'B1')",0.56,0.590225875377655,0.0009136035423455,2,50
complete,4,"('A0', 'B2')",0.62,0.6020557284355164,0.0003219968819799,2,50
complete,4,"('A0', 'B3')",0.6,0.610758900642395,0.0001157539430329,2,50
complete,4,"('A1', 'B0')",0.36,0.4250488877296448,0.0042313577948639,2,1
complete,4,"('A1', 'B2')",0.35,0.4361389875411987,0.0074199251746227,2,1
complete,4,"('A1', 'B3')",0.35,0.4395461678504944,0.0080185161767089,2,1
complete,4,"('A1', 'B0')",0.69,0.5866657495498657,0.010677967316091,2,2
complete,4,"('A1', 'B2')",0.75,0.5978833436965942,0.0231394771249284,2,2
complete,4,"('A1', 'B3')",0.71,0.584724485874176,0.0156939544394895,2,2
complete,4,"('A1', 'B0')",0.5,0.4387869238853454,0.0037470406874184,2,3
complete,4,"('A1', 'B2')",0.55,0.4487202167510986,0.0102575944949444,2,3
complete,4,"('A1', 'B3')",0.53,0.4436518549919128,0.0074560021463376,2,3
complete,4,"('A1', 'B0')",0.51,0.5029599070549011,4.95629086756311e-05,2,4
complete,4,"('A1', 'B2')",0.49,0.5048173666000366,0.0002195543529598,2,4
complete,4,"('A1', 'B3')",0.51,0.4978369474411011,0.0001479398475505,2,4
complete,4,"('A1', 'B0')",0.32,0.2973799407482147,0.0005116670805542,2,5
complete,4,"('A1', 'B2')",0.33,0.2927332520484924,0.0013888105028811,2,5
complete,4,"('A1', 'B3')",0.32,0.3129531145095825,4.965859511505651e-05,2,5
complete,4,"('A1', 'B0')",0.73,0.5956238508224487,0.0180569494677875,2,6
complete,4,"('A1', 'B2')",0.72,0.6042317748069763,0.0134022819643426,2,6
complete,4,"('A1', 'B3')",0.7,0.581025242805481,0.0141549928494947,2,6
complete,4,"('A1', 'B0')",0.75,0.750052809715271,2.788866027003678e-09,2,7
complete,4,"('A1', 'B2')",0.75,0.7834162712097168,0.0011166471815613,2,7
complete,4,"('A1', 'B3')",0.75,0.7829296588897705,0.0010843624345966,2,7
complete,4,"('A1', 'B0')",0.35,0.4535770416259765,0.0107282035519892,2,8
complete,4,"('A1', 'B2')",0.34,0.4728257060050964,0.0176426681757523,2,8
complete,4,"('A1', 'B3')",0.34,0.4500435590744018,0.0121095848937613,2,8
complete,4,"('A1', 'B0')",0.42,0.5329300165176392,0.0127531886306742,2,9
complete,4,"('A1', 'B2')",0.37,0.548469066619873,0.0318512077401686,2,9
complete,4,"('A1', 'B3')",0.37,0.5392453074455261,0.0286439740923306,2,9
complete,4,"('A1', 'B0')",0.55,0.6510164141654968,0.0102043159308551,2,10
complete,4,"('A1', 'B2')",0.52,0.7042821049690247,0.0339598942118146,2,10
complete,4,"('A1', 'B3')",0.53,0.6979733109474182,0.028215033190638,2,10
complete,4,"('A1', 'B0')",0.49,0.2874713838100433,0.0410178403758187,2,11
complete,4,"('A1', 'B2')",0.49,0.2811796069145202,0.0436059565683742,2,11
complete,4,"('A1', 'B3')",0.48,0.2976179718971252,0.0332632041749177,2,11
complete,4,"('A1', 'B0')",0.52,0.4128633439540863,0.0114782630687004,2,12
complete,4,"('A1', 'B2')",0.48,0.4251458048820495,0.0030089827220381,2,12
complete,4,"('A1', 'B3')",0.5,0.4342878460884094,0.0043180871717005,2,12
complete,4,"('A1', 'B0')",0.47,0.3363913297653198,0.0178512767618795,2,13
complete,4,"('A1', 'B2')",0.51,0.3454622030258178,0.0270726866331171,2,13
complete,4,"('A1', 'B3')",0.51,0.3415412902832031,0.028378336879448,2,13
complete,4,"('A1', 'B0')",0.5,0.5100809931755066,0.0001016264234046,2,14
complete,4,"('A1', 'B2')",0.49,0.5163046717643738,0.0006919357566314,2,14
complete,4,"('A1', 'B3')",0.5,0.5014065504074097,1.978384048584303e-06,2,14
complete,4,"('A1', 'B0')",0.5,0.4022466540336609,0.0095557166476147,2,15
complete,4,"('A1', 'B2')",0.56,0.4085100293159485,0.0229492112178548,2,15
complete,4,"('A1', 'B3')",0.55,0.4085224866867065,0.0200158867733131,2,15
complete,4,"('A1', 'B0')",0.3,0.3198674917221069,0.0003947172273279,2,16
complete,4,"('A1', 'B2')",0.31,0.3200169801712036,0.0001003398917502,2,16
complete,4,"('A1', 'B3')",0.31,0.332364022731781,0.0005001495127476,2,16
complete,4,"('A1', 'B0')",0.35,0.3815377950668335,0.0009946325176775,2,17
complete,4,"('A1', 'B2')",0.29,0.389837384223938,0.0099675032886782,2,17
complete,4,"('A1', 'B3')",0.32,0.3891165554523468,0.0047770982375973,2,17
complete,4,"('A1', 'B0')",0.44,0.5367230176925659,0.0093553421515564,2,18
complete,4,"('A1', 'B2')",0.39,0.5638616681098938,0.0302278796379548,2,18
complete,4,"('A1', 'B3')",0.42,0.5628539323806763,0.0204072459966228,2,18
complete,4,"('A1', 'B0')",0.52,0.6140312552452087,0.0088418769629895,2,19
complete,4,"('A1', 'B2')",0.54,0.613461434841156,0.0053965824089214,2,19
complete,4,"('A1', 'B3')",0.53,0.6230766177177429,0.0086632567657748,2,19
complete,4,"('A1', 'B0')",0.57,0.6757845282554626,0.0111903664182307,2,20
complete,4,"('A1', 'B2')",0.59,0.6775321960449219,0.0076618853444466,2,20
complete,4,"('A1', 'B3')",0.58,0.6671470999717712,0.0075946170334898,2,20
complete,4,"('A1', 'B0')",0.64,0.7245736122131348,0.0071526958827776,2,21
complete,4,"('A1', 'B2')",0.6,0.7414256930351257,0.0200012266504656,2,21
complete,4,"('A1', 'B3')",0.61,0.7250081300735474,0.0132268699830139,2,21
complete,4,"('A1', 'B0')",0.65,0.5725350379943848,0.0060008203385314,2,22
complete,4,"('A1', 'B2')",0.72,0.588836669921875,0.0172038191571831,2,22
complete,4,"('A1', 'B3')",0.68,0.5862870812416077,0.008782111142217,2,22
complete,4,"('A1', 'B0')",0.33,0.3486756682395935,0.0003487805841953,2,23
complete,4,"('A1', 'B2')",0.36,0.3472106456756592,0.0001635675840335,2,23
complete,4,"('A1', 'B3')",0.34,0.3475573062896728,5.711287835592848e-05,2,23
complete,4,"('A1', 'B0')",0.65,0.6078401803970337,0.0017774503889546,2,24
complete,4,"('A1', 'B2')",0.67,0.6189988851547241,0.002601113715461,2,24
complete,4,"('A1', 'B3')",0.66,0.6217865347862244,0.0014602689236444,2,24
complete,4,"('A1', 'B0')",0.37,0.5601683259010315,0.0361639921760009,2,25
complete,4,"('A1', 'B2')",0.36,0.581402063369751,0.0490188736643832,2,25
complete,4,"('A1', 'B3')",0.36,0.565421462059021,0.0421979770744658,2,25
complete,4,"('A1', 'B0')",0.4,0.4219961762428283,0.0004838317693055,2,26
complete,4,"('A1', 'B2')",0.38,0.430623859167099,0.0025627751169702,2,26
complete,4,"('A1', 'B3')",0.4,0.4223983287811279,0.0005016851321875,2,26
complete,4,"('A1', 'B0')",0.3,0.4186818599700928,0.0140853838859607,2,27
complete,4,"('A1', 'B2')",0.32,0.426048219203949,0.0112462247963288,2,27
complete,4,"('A1', 'B3')",0.31,0.4332035183906555,0.0151791069438365,2,27
complete,4,"('A1', 'B0')",0.62,0.6945708990097046,0.0055608189791155,2,28
complete,4,"('A1', 'B2')",0.37,0.7136366367340088,0.1180861381058611,2,28
complete,4,"('A1', 'B3')",0.43,0.6922782063484192,0.0687898575253439,2,28
complete,4,"('A1', 'B0')",0.5,0.3998704552650451,0.0100259257288293,2,29
complete,4,"('A1', 'B2')",0.4,0.4183197021484375,0.0003356114868074,2,29
complete,4,"('A1', 'B3')",0.45,0.4310148954391479,0.0003604341951864,2,29
complete,4,"('A1', 'B0')",0.62,0.5876002907752991,0.0010497411578451,2,30
complete,4,"('A1', 'B2')",0.62,0.6057082414627075,0.0002042543620882,2,30
complete,4,"('A1', 'B3')",0.62,0.5905863642692566,0.0008651619669008,2,30
complete,4,"('A1', 'B0')",0.58,0.5388158559799194,0.0016961337186667,2,31
complete,4,"('A1', 'B2')",0.45,0.5608860850334167,0.0122957238540381,2,31
complete,4,"('A1', 'B3')",0.53,0.5558217167854309,0.000666761057747,2,31
complete,4,"('A1', 'B0')",0.81,0.7082127332687378,0.0103606476686211,2,32
complete,4,"('A1', 'B2')",0.81,0.7616340517997742,0.0023392649453069,2,32
complete,4,"('A1', 'B3')",0.8,0.6962428689002991,0.0107655422540405,2,32
complete,4,"('A1', 'B0')",0.59,0.5377131104469299,0.0027339188191349,2,33
complete,4,"('A1', 'B2')",0.57,0.5499711632728577,0.0004011543006425,2,33
complete,4,"('A1', 'B3')",0.58,0.5465713739395142,0.0011174730402917,2,33
complete,4,"('A1', 'B0')",0.45,0.4947872161865234,0.0020058947337383,2,34
complete,4,"('A1', 'B2')",0.45,0.5047176480293274,0.0029940210058613,2,34
complete,4,"('A1', 'B3')",0.44,0.5010813474655151,0.0037309310082029,2,34
complete,4,"('A1', 'B0')",0.46,0.4539953470230102,3.605585737407206e-05,2,35
complete,4,"('A1', 'B2')",0.44,0.4595617055892944,0.0003826603255622,2,35
complete,4,"('A1', 'B3')",0.45,0.4505693614482879,3.241724587965551e-07,2,35
complete,4,"('A1', 'B0')",0.77,0.6730878353118896,0.0093919676645354,2,36
complete,4,"('A1', 'B2')",0.63,0.7175072431564331,0.0076575176048391,2,36
complete,4,"('A1', 'B3')",0.65,0.7063474655151367,0.0031750368699795,2,36
complete,4,"('A1', 'B0')",0.33,0.3436766266822815,0.0001870501174064,2,37
complete,4,"('A1', 'B2')",0.34,0.3426763713359833,7.162963528072777e-06,2,37
complete,4,"('A1', 'B3')",0.37,0.3402410447597503,0.0008855954169911,2,37
complete,4,"('A1', 'B0')",0.32,0.3714525699615478,0.0026473669556479,2,38
complete,4,"('A1', 'B2')",0.33,0.3777313232421875,0.0022782792184501,2,38
complete,4,"('A1', 'B3')",0.33,0.3783677220344543,0.0023394365348022,2,38
complete,4,"('A1', 'B0')",0.81,0.6331492066383362,0.0312762031126499,2,39
complete,4,"('A1', 'B2')",0.74,0.6464006304740906,0.0087608419756477,2,39
complete,4,"('A1', 'B3')",0.79,0.6330785155296326,0.0246243522883837,2,39
complete,4,"('A1', 'B0')",0.37,0.4212735295295715,0.0026289748304198,2,40
complete,4,"('A1', 'B2')",0.37,0.4405630826950073,0.0049791486394224,2,40
complete,4,"('A1', 'B3')",0.37,0.4283039569854736,0.0033993514001639,2,40
complete,4,"('A1', 'B0')",0.85,0.5658969879150391,0.0807145214757474,2,41
complete,4,"('A1', 'B2')",0.82,0.5826271176338196,0.0563458852828285,2,41
complete,4,"('A1', 'B3')",0.83,0.5799044370651245,0.0625477905997122,2,41
complete,4,"('A1', 'B0')",0.51,0.6114175319671631,0.0102855157903105,2,42
complete,4,"('A1', 'B2')",0.51,0.6184853315353394,0.0117690671583324,2,42
complete,4,"('A1', 'B3')",0.51,0.6042537689208984,0.0088837729557941,2,42
complete,4,"('A1', 'B0')",0.53,0.6552314758300781,0.0156829225385794,2,43
complete,4,"('A1', 'B2')",0.56,0.6791289448738098,0.0141917055067472,2,43
complete,4,"('A1', 'B3')",0.54,0.6677513122558594,0.016320397783094,2,43
complete,4,"('A1', 'B0')",0.7,0.5890733003616333,0.0123047326926604,2,44
complete,4,"('A1', 'B2')",0.68,0.6028508543968201,0.0059519906673006,2,44
complete,4,"('A1', 'B3')",0.67,0.5857333540916443,0.0071008676126442,2,44
complete,4,"('A1', 'B0')",0.35,0.459328293800354,0.0119526758252965,2,45
complete,4,"('A1', 'B2')",0.43,0.4757603406906128,0.0020940087801209,2,45
complete,4,"('A1', 'B3')",0.41,0.4685543179512024,0.0034286081507305,2,45
complete,4,"('A1', 'B0')",0.61,0.5112288594245911,0.0097557382105671,2,46
complete,4,"('A1', 'B2')",0.58,0.5365345478057861,0.0018892455344474,2,46
complete,4,"('A1', 'B3')",0.56,0.5326055884361267,0.0007504537849308,2,46
complete,4,"('A1', 'B0')",0.56,0.5157114863395691,0.0019614724422501,2,47
complete,4,"('A1', 'B2')",0.68,0.5284584760665894,0.0229648334760604,2,47
complete,4,"('A1', 'B3')",0.62,0.5225886702537537,0.0094889671629319,2,47
complete,4,"('A1', 'B0')",0.21,0.3646649420261383,0.0239212442919487,2,48
complete,4,"('A1', 'B2')",0.15,0.3739756345748901,0.0501650848832247,2,48
complete,4,"('A1', 'B3')",0.19,0.3610111474990845,0.0292448125689536,2,48
complete,4,"('A1', 'B0')",0.79,0.5644997954368591,0.0508503422580183,2,49
complete,4,"('A1', 'B2')",0.81,0.5832141041755676,0.0514318425448903,2,49
complete,4,"('A1', 'B3')",0.8,0.5751173496246338,0.0505722064398492,2,49
complete,4,"('A1', 'B0')",0.51,0.4446337223052978,0.0042727502596609,2,50
complete,4,"('A1', 'B2')",0.56,0.4602187871932983,0.0099562904291762,2,50
complete,4,"('A1', 'B3')",0.53,0.4696145355701446,0.0036464043144093,2,50
complete,4,"('A2', 'B0')",0.32,0.4179224073886871,0.009588797868796,2,1
complete,4,"('A2', 'B1')",0.28,0.4361960291862488,0.0243971995335514,2,1
complete,4,"('A2', 'B3')",0.3,0.4135500788688659,0.0128936204111256,2,1
complete,4,"('A2', 'B0')",0.67,0.5450797080993652,0.0156050793285398,2,2
complete,4,"('A2', 'B1')",0.61,0.5440511703491211,0.0043492481323206,2,2
complete,4,"('A2', 'B3')",0.69,0.5392475128173828,0.0227263123917451,2,2
complete,4,"('A2', 'B0')",0.56,0.4316313564777374,0.0164785086397457,2,3
complete,4,"('A2', 'B1')",0.64,0.4389416873455047,0.0404244450874727,2,3
complete,4,"('A2', 'B3')",0.59,0.4418647885322571,0.0219440408765929,2,3
complete,4,"('A2', 'B0')",0.47,0.4820440411567688,0.0001450589273859,2,4
complete,4,"('A2', 'B1')",0.44,0.5041142106056213,0.0041106320015819,2,4
complete,4,"('A2', 'B3')",0.46,0.4879009127616882,0.0007784609329353,2,4
complete,4,"('A2', 'B0')",0.36,0.2952012121677398,0.0041988829045302,2,5
complete,4,"('A2', 'B1')",0.36,0.3050079047679901,0.0030241305380064,2,5
complete,4,"('A2', 'B3')",0.37,0.3103353977203369,0.0035598647651903,2,5
complete,4,"('A2', 'B0')",0.7,0.5392304062843323,0.0258468622635008,2,6
complete,4,"('A2', 'B1')",0.64,0.5992460250854492,0.0016608864713358,2,6
complete,4,"('A2', 'B3')",0.66,0.5601391792297363,0.0099721835249107,2,6
complete,4,"('A2', 'B0')",0.75,0.7098269462585449,0.0016138742469138,2,7
complete,4,"('A2', 'B1')",0.75,0.7520873546600342,4.357049476766406e-06,2,7
complete,4,"('A2', 'B3')",0.75,0.7216542363166809,0.0008034823187905,2,7
complete,4,"('A2', 'B0')",0.31,0.4221339821815491,0.0125740299598919,2,8
complete,4,"('A2', 'B1')",0.29,0.4316439032554626,0.0200629953294428,2,8
complete,4,"('A2', 'B3')",0.3,0.4258924126625061,0.0158488995659867,2,8
complete,4,"('A2', 'B0')",0.45,0.5037745237350464,0.002891699402931,2,9
complete,4,"('A2', 'B1')",0.37,0.5165421962738037,0.02147461528875,2,9
complete,4,"('A2', 'B3')",0.4,0.5143884420394897,0.0130847156722217,2,9
complete,4,"('A2', 'B0')",0.56,0.6435942053794861,0.0069879911730276,2,10
complete,4,"('A2', 'B1')",0.55,0.6722919940948486,0.0149553318196944,2,10
complete,4,"('A2', 'B3')",0.54,0.6920366883277893,0.0231151545976813,2,10
complete,4,"('A2', 'B0')",0.47,0.2851150035858154,0.034182461899073,2,11
